score_id,tweet_id,score_value,model_used,analyzed_at,confidence,category_id
3447,3447,0,5,1 / 4 / 2022,9,3447
3448,3448,0,4,1 / 1 / 1990,4,3448
3449,3449,0,1,6 / 3 / 2006,1,3449
3450,3450,0,2,4 / 24 / 1997,10,3450
3451,3451,0,1,1 / 4 / 1984,0,3451
3452,3452,0,2,11 / 8 / 1992,10,3452
3453,3453,0,1,11 / 27 / 2022,8,3453
3454,3454,0,7,1 / 1 / 1997,10,3454
3455,3455,0,6,7 / 22 / 1999,2,3455
3456,3456,0,2,9 / 8 / 1994,10,3456
3457,3457,0,5,2 / 12 / 2017,9,3457
3458,3458,0,7,6 / 10 / 2019,5,3458
3459,3459,0,4,1 / 10 / 1986,10,3459
3460,3460,0,7,7 / 9 / 2008,8,3460
3461,3461,0,0,9 / 11 / 2018,3,3461
3462,3462,0,5,7 / 18 / 1999,0,3462
3463,3463,0,0,2 / 16 / 1993,5,3463
3464,3464,0,7,11 / 12 / 1999,3,3464
3465,3465,0,7,2 / 24 / 2021,3,3465
3466,3466,0,7,6 / 18 / 2015,8,3466
3467,3467,0,1,11 / 6 / 1985,1,3467
3468,3468,0,6,10 / 5 / 2017,9,3468
3469,3469,0,1,6 / 14 / 1988,9,3469
3470,3470,0,7,10 / 9 / 2003,5,3470
3471,3471,0,2,7 / 24 / 2000,2,3471
3472,3472,0,1,3 / 10 / 1998,3,3472
3473,3473,0,4,11 / 25 / 2002,9,3473
3474,3474,0,1,2 / 19 / 2001,1,3474
3475,3475,0,4,5 / 19 / 2017,5,3475
3476,3476,0,0,5 / 6 / 2025,4,3476
3477,3477,0,1,8 / 5 / 1989,3,3477
3478,3478,0,5,4 / 19 / 2010,3,3478
3479,3479,0,3,10 / 26 / 1997,5,3479
3480,3480,0,5,2 / 15 / 2025,2,3480
3481,3481,0,2,4 / 23 / 1996,10,3481
3482,3482,0,6,4 / 6 / 2024,10,3482
3483,3483,0,4,3 / 26 / 2006,10,3483
3484,3484,0,6,11 / 15 / 2014,1,3484
3485,3485,0,7,9 / 16 / 2005,0,3485
3486,3486,0,5,7 / 23 / 2021,6,3486
3487,3487,0,7,1 / 5 / 2024,7,3487
3488,3488,0,6,11 / 23 / 2009,8,3488
3489,3489,0,6,9 / 2 / 2003,6,3489
3490,3490,0,5,11 / 17 / 2001,9,3490
3491,3491,0,7,5 / 18 / 2025,10,3491
3492,3492,0,5,1 / 24 / 2005,8,3492
3493,3493,0,2,1 / 18 / 2006,6,3493
3494,3494,0,7,8 / 8 / 2013,2,3494
3495,3495,0,3,2 / 21 / 1987,4,3495
3496,3496,0,7,9 / 18 / 2023,2,3496
3497,3497,0,2,5 / 24 / 2000,2,3497
3498,3498,0,6,7 / 4 / 1988,1,3498
3499,3499,0,4,2 / 13 / 1999,6,3499
3500,3500,0,3,10 / 22 / 1989,3,3500
3501,3501,0,3,4 / 21 / 2018,8,3501
3502,3502,0,7,5 / 1 / 2004,0,3502
3503,3503,0,5,9 / 8 / 2013,2,3503
3504,3504,0,4,7 / 26 / 2014,1,3504
3505,3505,0,1,9 / 24 / 2013,2,3505
3506,3506,0,3,10 / 12 / 1995,4,3506
3507,3507,0,6,9 / 2 / 1991,5,3507
3508,3508,0,1,6 / 12 / 1992,0,3508
3509,3509,0,6,3 / 23 / 2023,0,3509
3510,3510,0,6,11 / 8 / 2021,10,3510
3511,3511,0,6,5 / 26 / 2021,3,3511
3512,3512,0,7,8 / 23 / 2003,9,3512
3513,3513,0,5,2 / 4 / 1997,7,3513
3514,3514,0,3,1 / 24 / 2013,3,3514
3515,3515,0,5,1 / 25 / 2008,5,3515
3516,3516,0,0,9 / 7 / 1990,4,3516
3517,3517,0,3,4 / 16 / 2013,10,3517
3518,3518,0,3,9 / 4 / 2002,1,3518
3519,3519,0,0,11 / 6 / 2000,10,3519
3520,3520,0,0,7 / 16 / 1985,5,3520
3521,3521,0,4,3 / 15 / 1997,0,3521
3522,3522,0,2,5 / 24 / 1994,0,3522
3523,3523,0,0,5 / 14 / 1997,6,3523
3524,3524,0,5,7 / 22 / 1994,8,3524
3525,3525,0,5,3 / 6 / 1997,10,3525
3526,3526,0,6,3 / 15 / 2010,6,3526
3527,3527,0,3,4 / 13 / 1984,3,3527
3528,3528,0,0,7 / 22 / 1991,4,3528
3529,3529,0,7,2 / 27 / 2024,9,3529
3530,3530,0,4,9 / 11 / 1987,7,3530
3531,3531,0,2,9 / 11 / 1999,8,3531
3532,3532,0,2,3 / 21 / 1998,1,3532
3533,3533,0,4,7 / 5 / 2014,7,3533
3534,3534,0,0,3 / 7 / 2004,5,3534
3535,3535,0,2,11 / 25 / 1997,6,3535
3536,3536,0,3,1 / 4 / 1996,7,3536
3537,3537,0,3,1 / 14 / 1999,2,3537
3538,3538,0,7,2 / 14 / 1987,4,3538
3539,3539,0,3,5 / 12 / 2020,4,3539
3540,3540,0,1,7 / 1 / 2024,2,3540
3541,3541,0,3,4 / 10 / 1994,8,3541
3542,3542,0,4,4 / 23 / 1991,9,3542
3543,3543,0,3,4 / 24 / 1997,8,3543
3544,3544,0,0,8 / 7 / 2022,0,3544
3545,3545,0,3,3 / 3 / 2018,8,3545
3546,3546,0,3,6 / 5 / 1995,3,3546
3547,3547,0,0,11 / 14 / 1989,2,3547
3548,3548,0,6,7 / 14 / 2007,9,3548
3549,3549,0,6,5 / 10 / 2016,0,3549
3550,3550,0,6,3 / 18 / 2020,5,3550
3551,3551,0,7,6 / 13 / 1984,1,3551
3552,3552,0,3,6 / 1 / 1988,3,3552
3553,3553,0,1,5 / 19 / 1995,10,3553
3554,3554,0,5,10 / 27 / 2021,4,3554
3555,3555,0,4,7 / 13 / 2022,6,3555
3556,3556,0,2,6 / 10 / 1990,9,3556
3557,3557,0,3,3 / 18 / 2006,3,3557
3558,3558,0,7,8 / 1 / 1989,2,3558
3559,3559,0,0,4 / 8 / 1987,1,3559
3560,3560,0,1,2 / 15 / 2006,5,3560
3561,3561,0,3,10 / 24 / 2007,3,3561
3562,3562,0,2,3 / 19 / 2010,7,3562
3563,3563,0,5,7 / 23 / 1986,7,3563
3564,3564,0,7,11 / 18 / 2012,2,3564
3565,3565,0,4,11 / 4 / 1997,2,3565
3566,3566,0,0,11 / 25 / 1984,7,3566
3567,3567,0,4,7 / 26 / 1993,7,3567
3568,3568,0,7,9 / 13 / 2016,1,3568
3569,3569,0,4,9 / 13 / 2017,2,3569
3570,3570,0,6,8 / 4 / 2005,5,3570
3571,3571,0,7,8 / 5 / 2005,1,3571
3572,3572,0,2,8 / 26 / 2011,3,3572
3573,3573,0,1,1 / 11 / 2007,0,3573
3574,3574,0,2,2 / 14 / 1990,9,3574
3575,3575,0,4,9 / 21 / 1985,4,3575
3576,3576,0,1,10 / 20 / 1996,10,3576
3577,3577,0,5,8 / 11 / 1996,7,3577
3578,3578,0,6,5 / 4 / 2022,9,3578
3579,3579,0,3,9 / 6 / 1994,9,3579
3580,3580,0,4,11 / 23 / 1991,8,3580
3581,3581,0,4,9 / 9 / 2002,4,3581
3582,3582,0,4,6 / 12 / 2021,7,3582
3583,3583,0,3,6 / 4 / 2015,3,3583
3584,3584,0,7,9 / 10 / 1991,4,3584
3585,3585,0,2,11 / 25 / 2020,3,3585
3586,3586,0,0,1 / 26 / 1990,4,3586
3587,3587,0,0,4 / 19 / 2014,6,3587
3588,3588,0,1,2 / 27 / 1990,3,3588
3589,3589,0,6,5 / 5 / 2000,7,3589
3590,3590,0,6,10 / 11 / 2006,7,3590
3591,3591,0,0,9 / 25 / 1997,5,3591
3592,3592,0,0,8 / 25 / 2011,10,3592
3593,3593,0,4,11 / 15 / 1987,8,3593
3594,3594,0,0,4 / 10 / 2020,4,3594
3595,3595,0,5,7 / 15 / 2021,5,3595
3596,3596,0,6,1 / 15 / 2022,1,3596
3597,3597,0,6,10 / 3 / 2022,2,3597
3598,3598,0,0,2 / 21 / 2012,10,3598
3599,3599,0,1,3 / 11 / 2020,1,3599
3600,3600,0,2,3 / 11 / 1992,6,3600
3601,3601,0,4,10 / 3 / 2005,5,3601
3602,3602,0,6,3 / 17 / 2022,2,3602
3603,3603,0,4,8 / 15 / 2024,10,3603
3604,3604,0,4,2 / 20 / 1984,8,3604
3605,3605,0,3,9 / 8 / 1990,6,3605
3606,3606,0,7,10 / 27 / 2011,10,3606
3607,3607,0,7,9 / 7 / 2018,0,3607
3608,3608,0,4,3 / 23 / 2008,1,3608
3609,3609,0,3,9 / 12 / 2011,0,3609
3610,3610,0,5,4 / 21 / 1998,4,3610
3611,3611,0,2,7 / 24 / 1987,10,3611
3612,3612,0,6,2 / 14 / 2006,6,3612
3613,3613,0,2,8 / 2 / 2018,4,3613
3614,3614,0,6,3 / 7 / 2010,7,3614
3615,3615,0,5,11 / 16 / 2025,8,3615
3616,3616,0,0,6 / 17 / 2023,1,3616
3617,3617,0,5,7 / 14 / 2013,5,3617
3618,3618,0,3,5 / 27 / 2014,8,3618
3619,3619,0,1,3 / 17 / 2004,3,3619
3620,3620,0,5,9 / 6 / 2015,7,3620
3621,3621,0,2,10 / 26 / 2011,0,3621
3622,3622,0,1,3 / 23 / 1993,2,3622
3623,3623,0,5,8 / 25 / 2000,10,3623
3624,3624,0,7,5 / 5 / 2006,8,3624
3625,3625,0,0,8 / 3 / 2017,3,3625
3626,3626,0,7,8 / 3 / 2014,10,3626
3627,3627,0,7,9 / 27 / 1992,7,3627
3628,3628,0,4,3 / 26 / 2021,8,3628
3629,3629,0,3,8 / 13 / 2016,9,3629
3630,3630,0,0,6 / 6 / 1991,4,3630
3631,3631,0,1,9 / 22 / 2018,10,3631
3632,3632,0,1,11 / 15 / 1991,2,3632
3633,3633,0,7,5 / 1 / 1985,6,3633
3634,3634,0,5,9 / 18 / 1986,9,3634
3635,3635,0,1,8 / 25 / 2015,4,3635
3636,3636,0,7,2 / 21 / 2015,6,3636
3637,3637,0,3,6 / 19 / 2022,10,3637
3638,3638,0,6,3 / 9 / 2021,7,3638
3639,3639,0,4,5 / 10 / 2001,4,3639
3640,3640,0,7,6 / 14 / 2012,1,3640
3641,3641,0,0,7 / 20 / 2013,5,3641
3642,3642,0,2,2 / 20 / 2010,9,3642
3643,3643,0,3,1 / 26 / 1994,5,3643
3644,3644,0,7,2 / 2 / 1996,2,3644
3645,3645,0,3,3 / 27 / 2024,7,3645
3646,3646,0,5,1 / 24 / 2005,6,3646
3647,3647,0,6,5 / 22 / 2001,5,3647
3648,3648,0,1,1 / 25 / 2022,2,3648
3649,3649,0,6,10 / 2 / 1995,2,3649
3650,3650,0,2,1 / 23 / 1987,3,3650
3651,3651,0,0,1 / 3 / 1995,1,3651
3652,3652,0,5,9 / 10 / 1998,3,3652
3653,3653,0,2,3 / 9 / 2001,2,3653
3654,3654,0,0,3 / 4 / 2022,1,3654
3655,3655,0,1,8 / 13 / 2012,8,3655
3656,3656,0,2,10 / 21 / 2019,3,3656
3657,3657,0,3,3 / 19 / 2014,4,3657
3658,3658,0,0,1 / 3 / 2001,9,3658
3659,3659,0,1,9 / 25 / 2002,3,3659
3660,3660,0,4,9 / 13 / 1999,5,3660
3661,3661,0,4,5 / 4 / 2017,9,3661
3662,3662,0,1,7 / 21 / 2016,0,3662
3663,3663,0,0,8 / 27 / 2023,10,3663
3664,3664,0,5,4 / 25 / 2016,10,3664
3665,3665,0,7,9 / 25 / 2007,0,3665
3666,3666,0,5,7 / 27 / 2005,5,3666
3667,3667,0,6,2 / 6 / 2019,4,3667
3668,3668,0,7,2 / 18 / 2000,9,3668
3669,3669,0,1,11 / 19 / 2022,10,3669
3670,3670,0,4,4 / 4 / 1994,3,3670
3671,3671,0,1,7 / 5 / 2014,5,3671
3672,3672,0,7,1 / 5 / 2012,0,3672
3673,3673,0,3,9 / 8 / 2001,0,3673
3674,3674,0,6,8 / 16 / 1995,6,3674
3675,3675,0,2,2 / 1 / 2001,4,3675
3676,3676,0,2,5 / 13 / 2013,0,3676
3677,3677,0,2,3 / 5 / 2001,8,3677
3678,3678,0,7,9 / 13 / 2012,5,3678
3679,3679,0,5,8 / 19 / 2012,10,3679
3680,3680,0,4,7 / 16 / 1994,5,3680
3681,3681,0,3,4 / 12 / 2022,7,3681
3682,3682,0,1,5 / 3 / 1992,5,3682
3683,3683,0,1,3 / 14 / 1988,5,3683
3684,3684,0,0,9 / 10 / 2017,2,3684
3685,3685,0,3,1 / 13 / 2011,4,3685
3686,3686,0,5,9 / 20 / 2013,1,3686
3687,3687,0,5,9 / 27 / 2018,5,3687
3688,3688,0,4,2 / 19 / 2012,4,3688
3689,3689,0,1,4 / 25 / 1994,9,3689
3690,3690,0,5,8 / 4 / 1999,3,3690
3691,3691,0,5,8 / 6 / 2017,6,3691
3692,3692,0,6,6 / 3 / 2019,9,3692
3693,3693,0,0,7 / 14 / 1988,3,3693
3694,3694,0,6,11 / 9 / 1984,5,3694
3695,3695,0,7,6 / 15 / 1994,4,3695
3696,3696,0,5,11 / 25 / 1990,6,3696
3697,3697,0,7,2 / 13 / 1986,0,3697
3698,3698,0,5,5 / 3 / 2022,6,3698
3699,3699,0,4,5 / 4 / 1994,2,3699
3700,3700,0,1,10 / 21 / 2024,10,3700
3701,3701,0,3,4 / 15 / 1984,8,3701
3702,3702,0,1,6 / 7 / 2004,5,3702
3703,3703,0,1,8 / 18 / 2003,1,3703
3704,3704,0,7,10 / 19 / 2007,10,3704
3705,3705,0,2,10 / 5 / 2000,9,3705
3706,3706,0,0,9 / 4 / 2010,5,3706
3707,3707,0,2,6 / 18 / 2017,0,3707
3708,3708,0,2,4 / 24 / 2000,9,3708
3709,3709,0,3,4 / 20 / 2025,5,3709
3710,3710,0,2,8 / 18 / 1994,0,3710
3711,3711,0,4,5 / 24 / 2014,4,3711
3712,3712,0,2,8 / 23 / 2011,7,3712
3713,3713,0,4,6 / 15 / 2002,8,3713
3714,3714,0,3,4 / 7 / 2020,3,3714
3715,3715,0,2,7 / 10 / 2025,4,3715
3716,3716,0,6,4 / 27 / 2024,10,3716
3717,3717,0,7,2 / 19 / 2016,4,3717
3718,3718,0,3,2 / 17 / 1984,8,3718
3719,3719,0,1,11 / 20 / 1996,10,3719
3720,3720,0,5,2 / 9 / 1984,5,3720
3721,3721,0,5,6 / 26 / 2010,2,3721
3722,3722,0,1,4 / 22 / 2005,4,3722
3723,3723,0,4,10 / 12 / 2003,1,3723
3724,3724,0,5,11 / 6 / 2013,8,3724
3725,3725,0,3,11 / 3 / 1993,2,3725
3726,3726,0,0,3 / 9 / 2004,3,3726
3727,3727,0,7,2 / 25 / 2009,5,3727
3728,3728,0,0,11 / 26 / 1984,10,3728
3729,3729,0,0,2 / 6 / 2010,3,3729
3730,3730,0,2,10 / 17 / 2014,6,3730
3731,3731,0,2,9 / 17 / 2007,8,3731
3732,3732,0,2,3 / 18 / 1991,3,3732
3733,3733,0,2,2 / 3 / 2003,4,3733
3734,3734,0,2,2 / 16 / 2003,8,3734
3735,3735,0,4,10 / 13 / 2024,5,3735
3736,3736,0,7,1 / 18 / 2009,7,3736
3737,3737,0,3,10 / 5 / 1985,1,3737
3738,3738,0,0,10 / 15 / 2011,2,3738
3739,3739,0,6,4 / 15 / 2024,4,3739
3740,3740,0,0,3 / 2 / 1985,2,3740
3741,3741,0,1,6 / 14 / 2017,5,3741
3742,3742,0,4,11 / 13 / 1999,1,3742
3743,3743,0,0,11 / 10 / 1986,9,3743
3744,3744,0,3,7 / 27 / 2018,3,3744
3745,3745,0,5,7 / 17 / 2024,1,3745
3746,3746,0,1,4 / 3 / 2010,3,3746
3747,3747,0,3,11 / 7 / 2002,0,3747
3748,3748,0,0,4 / 7 / 2017,9,3748
3749,3749,0,3,10 / 20 / 2004,8,3749
3750,3750,0,0,5 / 9 / 1999,0,3750
3751,3751,0,7,11 / 25 / 2010,2,3751
3752,3752,0,2,3 / 20 / 2025,8,3752
3753,3753,0,4,6 / 17 / 2005,5,3753
3754,3754,0,4,5 / 26 / 2024,5,3754
3755,3755,0,3,3 / 7 / 2021,2,3755
3756,3756,0,6,3 / 3 / 2020,2,3756
3757,3757,0,3,9 / 9 / 2008,1,3757
3758,3758,0,2,2 / 12 / 2013,9,3758
3759,3759,0,4,4 / 10 / 2025,6,3759
3760,3760,0,1,3 / 8 / 2007,0,3760
3761,3761,0,1,3 / 9 / 2008,10,3761
3762,3762,0,5,6 / 9 / 2018,0,3762
3763,3763,0,3,9 / 10 / 1992,3,3763
3764,3764,0,7,6 / 5 / 1994,6,3764
3765,3765,0,2,2 / 24 / 2013,9,3765
3766,3766,0,3,2 / 11 / 1997,5,3766
3767,3767,0,2,3 / 17 / 2024,10,3767
3768,3768,0,1,11 / 20 / 2021,0,3768
3769,3769,0,2,3 / 18 / 2021,0,3769
3770,3770,0,1,1 / 27 / 1984,6,3770
3771,3771,0,0,2 / 18 / 1998,10,3771
3772,3772,0,2,5 / 11 / 1994,0,3772
3773,3773,0,7,6 / 24 / 2000,10,3773
3774,3774,0,6,8 / 2 / 1990,10,3774
3775,3775,0,6,3 / 19 / 2004,9,3775
3776,3776,0,6,6 / 20 / 2021,4,3776
3777,3777,0,7,7 / 7 / 2000,3,3777
3778,3778,0,6,3 / 24 / 1984,2,3778
3779,3779,0,2,10 / 3 / 2000,6,3779
3780,3780,0,7,10 / 15 / 2025,4,3780
3781,3781,0,2,10 / 12 / 2006,5,3781
3782,3782,0,2,10 / 6 / 2023,5,3782
3783,3783,0,5,5 / 19 / 1990,1,3783
3784,3784,0,2,5 / 27 / 1992,7,3784
3785,3785,0,7,9 / 13 / 1994,7,3785
3786,3786,0,2,7 / 12 / 1992,1,3786
3787,3787,0,7,7 / 2 / 1998,7,3787
3788,3788,0,1,7 / 10 / 2008,7,3788
3789,3789,0,5,2 / 23 / 2012,6,3789
3790,3790,0,0,6 / 6 / 1987,1,3790
3791,3791,0,0,11 / 16 / 2014,10,3791
3792,3792,0,4,11 / 7 / 2001,4,3792
3793,3793,0,6,4 / 17 / 1984,10,3793
3794,3794,0,4,1 / 22 / 2009,9,3794
3795,3795,0,2,1 / 24 / 2001,6,3795
3796,3796,0,7,3 / 27 / 1997,2,3796
3797,3797,0,0,5 / 2 / 2010,10,3797
3798,3798,0,0,10 / 10 / 2000,3,3798
3799,3799,0,7,11 / 23 / 2001,5,3799
3800,3800,0,7,7 / 22 / 2000,5,3800
3801,3801,0,7,7 / 10 / 2017,3,3801
3802,3802,0,3,2 / 11 / 2025,9,3802
3803,3803,0,6,9 / 2 / 1995,9,3803
3804,3804,0,3,7 / 9 / 2015,10,3804
3805,3805,0,1,3 / 10 / 2012,0,3805
3806,3806,0,7,11 / 24 / 2021,7,3806
3807,3807,0,1,6 / 17 / 1988,0,3807
3808,3808,0,6,10 / 27 / 2011,4,3808
3809,3809,0,2,3 / 1 / 2011,0,3809
3810,3810,0,1,10 / 5 / 1998,4,3810
3811,3811,0,5,9 / 1 / 2014,2,3811
3812,3812,0,2,7 / 12 / 1987,8,3812
3813,3813,0,3,1 / 10 / 2001,7,3813
3814,3814,0,2,9 / 26 / 2002,3,3814
3815,3815,0,6,4 / 3 / 2024,7,3815
3816,3816,0,2,5 / 9 / 1994,10,3816
3817,3817,0,5,9 / 22 / 2011,9,3817
3818,3818,0,0,4 / 15 / 2024,10,3818
3819,3819,0,7,9 / 8 / 2013,5,3819
3820,3820,0,5,4 / 25 / 2004,5,3820
3821,3821,0,0,6 / 1 / 1990,4,3821
3822,3822,0,7,1 / 3 / 1986,10,3822
3823,3823,0,7,9 / 14 / 1993,4,3823
3824,3824,0,6,1 / 27 / 2009,6,3824
3825,3825,0,5,10 / 12 / 2022,6,3825
3826,3826,0,2,5 / 2 / 2021,9,3826
3827,3827,0,5,8 / 7 / 2020,1,3827
3828,3828,0,2,5 / 19 / 2013,8,3828
3829,3829,0,5,9 / 21 / 1998,3,3829
3830,3830,0,0,8 / 5 / 2010,5,3830
3831,3831,0,3,4 / 13 / 1998,9,3831
3832,3832,0,4,2 / 3 / 2015,10,3832
3833,3833,0,3,1 / 14 / 2020,9,3833
3834,3834,0,2,4 / 16 / 2024,0,3834
3835,3835,0,3,8 / 26 / 2008,7,3835
3836,3836,0,0,3 / 13 / 2021,6,3836
3837,3837,0,3,1 / 3 / 2004,8,3837
3838,3838,0,6,4 / 3 / 2014,4,3838
3839,3839,0,6,7 / 13 / 2015,6,3839
3840,3840,0,7,9 / 22 / 2011,2,3840
3841,3841,0,2,7 / 9 / 2023,10,3841
3842,3842,0,7,11 / 4 / 1984,9,3842
3843,3843,0,5,5 / 9 / 2022,5,3843
3844,3844,0,7,3 / 1 / 1986,9,3844
3845,3845,0,3,2 / 8 / 1992,1,3845
3846,3846,0,1,1 / 10 / 2011,9,3846
3847,3847,0,6,9 / 20 / 1988,10,3847
3848,3848,0,5,2 / 11 / 2010,2,3848
3849,3849,0,5,8 / 9 / 2016,0,3849
3850,3850,0,3,11 / 20 / 2002,4,3850
3851,3851,0,5,11 / 17 / 2015,7,3851
3852,3852,0,7,3 / 8 / 1998,8,3852
3853,3853,0,1,8 / 10 / 2013,2,3853
3854,3854,0,0,7 / 13 / 2008,4,3854
3855,3855,0,1,2 / 19 / 1987,9,3855
3856,3856,0,7,8 / 9 / 1995,4,3856
3857,3857,0,1,9 / 6 / 1987,0,3857
3858,3858,0,3,6 / 22 / 2021,9,3858
3859,3859,0,4,2 / 15 / 2022,0,3859
3860,3860,0,2,9 / 27 / 1995,4,3860
3861,3861,0,2,2 / 15 / 2016,6,3861
3862,3862,0,5,11 / 6 / 1999,3,3862
3863,3863,0,1,6 / 14 / 2002,5,3863
3864,3864,0,6,5 / 23 / 2001,5,3864
3865,3865,0,6,7 / 20 / 1996,8,3865
3866,3866,0,4,11 / 6 / 1987,5,3866
3867,3867,0,1,5 / 23 / 1996,3,3867
3868,3868,0,6,6 / 24 / 2002,9,3868
3869,3869,0,2,7 / 26 / 2000,10,3869
3870,3870,0,6,4 / 1 / 1998,4,3870
3871,3871,0,6,3 / 17 / 1988,8,3871
3872,3872,0,4,7 / 17 / 2018,5,3872
3873,3873,0,1,1 / 8 / 1990,4,3873
3874,3874,0,1,10 / 6 / 2006,8,3874
3875,3875,0,5,4 / 18 / 2003,1,3875
3876,3876,0,7,3 / 18 / 2001,8,3876
3877,3877,0,5,8 / 19 / 1995,1,3877
3878,3878,0,2,1 / 27 / 2016,7,3878
3879,3879,0,5,3 / 12 / 2011,1,3879
3880,3880,0,3,8 / 18 / 2003,2,3880
3881,3881,0,7,10 / 4 / 2000,3,3881
3882,3882,0,4,2 / 8 / 2024,4,3882
3883,3883,0,5,2 / 27 / 2024,10,3883
3884,3884,0,7,1 / 10 / 2011,2,3884
3885,3885,0,5,3 / 5 / 2022,5,3885
3886,3886,0,5,5 / 17 / 2006,5,3886
3887,3887,0,3,9 / 13 / 1989,8,3887
3888,3888,0,0,5 / 4 / 1995,0,3888
3889,3889,0,6,10 / 12 / 2024,7,3889
3890,3890,0,2,2 / 9 / 1993,0,3890
3891,3891,0,4,7 / 7 / 2018,5,3891
3892,3892,0,2,11 / 25 / 2006,9,3892
3893,3893,0,0,5 / 15 / 1988,0,3893
3894,3894,0,0,9 / 12 / 1998,1,3894
3895,3895,0,1,7 / 13 / 2020,5,3895
3896,3896,0,1,10 / 23 / 1997,6,3896
3897,3897,0,5,5 / 26 / 1997,9,3897
3898,3898,0,0,1 / 9 / 2022,3,3898
3899,3899,0,1,2 / 24 / 2012,9,3899
3900,3900,0,5,5 / 25 / 1994,6,3900
3901,3901,0,0,8 / 17 / 2004,7,3901
3902,3902,0,2,2 / 14 / 1993,7,3902
3903,3903,0,6,7 / 21 / 2017,7,3903
3904,3904,0,3,7 / 26 / 1986,8,3904
3905,3905,0,2,1 / 22 / 1997,5,3905
3906,3906,0,3,8 / 2 / 2014,7,3906
3907,3907,0,6,6 / 27 / 1997,1,3907
3908,3908,0,0,5 / 16 / 2023,7,3908
3909,3909,0,2,4 / 7 / 2010,9,3909
3910,3910,0,1,6 / 23 / 2000,1,3910
3911,3911,0,2,10 / 12 / 2016,0,3911
3912,3912,0,6,6 / 10 / 2022,0,3912
3913,3913,0,7,10 / 1 / 1992,9,3913
3914,3914,0,4,7 / 11 / 2019,8,3914
3915,3915,0,4,1 / 13 / 1991,8,3915
3916,3916,0,1,7 / 9 / 1999,8,3916
3917,3917,0,1,2 / 4 / 1984,1,3917
3918,3918,0,0,11 / 10 / 1988,9,3918
3919,3919,0,3,8 / 8 / 2002,8,3919
3920,3920,0,4,9 / 25 / 2020,6,3920
3921,3921,0,4,6 / 13 / 2025,7,3921
3922,3922,0,2,6 / 2 / 1986,3,3922
3923,3923,0,3,4 / 8 / 1995,0,3923
3924,3924,0,4,2 / 16 / 1993,5,3924
3925,3925,0,2,9 / 25 / 2013,7,3925
3926,3926,0,5,7 / 16 / 2020,1,3926
3927,3927,0,5,3 / 8 / 2001,2,3927
3928,3928,0,6,8 / 11 / 1990,7,3928
3929,3929,0,2,1 / 24 / 2014,6,3929
3930,3930,0,4,10 / 25 / 1991,3,3930
3931,3931,0,0,6 / 15 / 1989,4,3931
3932,3932,0,3,11 / 6 / 2025,10,3932
3933,3933,0,7,2 / 9 / 1986,0,3933
3934,3934,0,0,10 / 14 / 2016,0,3934
3935,3935,0,2,8 / 6 / 2021,7,3935
3936,3936,0,6,5 / 8 / 1998,2,3936
3937,3937,0,3,1 / 1 / 1994,7,3937
3938,3938,0,5,9 / 19 / 2023,10,3938
3939,3939,0,3,4 / 22 / 2016,0,3939
3940,3940,0,6,3 / 24 / 2008,9,3940
3941,3941,0,4,10 / 9 / 1994,7,3941
3942,3942,0,0,10 / 2 / 2007,6,3942
3943,3943,0,2,4 / 8 / 2022,5,3943
3944,3944,0,2,8 / 10 / 1987,9,3944
3945,3945,0,3,1 / 17 / 2003,9,3945
3946,3946,0,7,5 / 5 / 1994,1,3946
3947,3947,0,2,11 / 19 / 2017,6,3947
3948,3948,0,6,6 / 2 / 2018,5,3948
3949,3949,0,4,11 / 1 / 2010,1,3949
3950,3950,0,0,4 / 27 / 1998,6,3950
3951,3951,0,7,11 / 24 / 2002,6,3951
3952,3952,0,2,11 / 19 / 2016,7,3952
3953,3953,0,2,4 / 19 / 2017,7,3953
3954,3954,0,7,2 / 5 / 2016,6,3954
3955,3955,0,3,6 / 22 / 2022,2,3955
3956,3956,0,0,4 / 19 / 1998,5,3956
3957,3957,0,4,4 / 26 / 1993,7,3957
3958,3958,0,4,11 / 22 / 1991,4,3958
3959,3959,0,5,9 / 18 / 2021,0,3959
3960,3960,0,1,1 / 27 / 2022,0,3960
3961,3961,0,3,6 / 20 / 1985,3,3961
3962,3962,0,2,7 / 27 / 2007,2,3962
3963,3963,0,2,1 / 5 / 1993,0,3963
3964,3964,0,5,11 / 1 / 1994,4,3964
3965,3965,0,5,11 / 14 / 2025,9,3965
3966,3966,0,7,4 / 27 / 2022,10,3966
3967,3967,0,1,6 / 5 / 2018,6,3967
3968,3968,0,2,8 / 18 / 2011,1,3968
3969,3969,0,6,5 / 9 / 2005,5,3969
3970,3970,0,0,4 / 17 / 2017,5,3970
3971,3971,0,5,2 / 19 / 2021,9,3971
3972,3972,0,1,5 / 17 / 2006,1,3972
3973,3973,0,3,11 / 3 / 1987,6,3973
3974,3974,0,3,4 / 7 / 1989,6,3974
3975,3975,0,5,9 / 24 / 2021,8,3975
3976,3976,0,3,11 / 22 / 2003,10,3976
3977,3977,0,4,5 / 14 / 1987,8,3977
3978,3978,0,3,7 / 8 / 1998,1,3978
3979,3979,0,1,6 / 27 / 1985,9,3979
3980,3980,0,1,9 / 16 / 1986,1,3980
3981,3981,0,2,9 / 5 / 2011,9,3981
3982,3982,0,6,4 / 23 / 1988,7,3982
3983,3983,0,5,3 / 24 / 1991,6,3983
